key,id,title,text,label
1640667,3136,Thea Musgrave,The music of Thea Musgrave: an analysis based on the archival sources,0
MR/P014844/1,1866,Verbal Autopsy with Participatory Action Research (VAPAR): expanding the knowledge base through partnerships for action on health equity,"Health systems can be considered as the products of human relationships: between patients and health workers, managers and policy makers, communities and governments. As a whole, these relationships establish norms of who is eligible for care and what can be expected from the health system. In poor countries where health services are weak and under-funded, care that is unaffordable and unavailable can become socially normal. Communities and health workers have substantial knowledge of these norms and interactions and how health policy is 'brought alive' through them. Their voices are often overlooked in the routine design and delivery of services however. 

The project will address this situation by institutionalising processes to: (1) strengthen systems to record and report on deaths, their causes and circumstances; (2) enable the voices of people excluded from access to health systems on their needs and priorities for action, and; (3) act on this information with health workers, managers, planners and policy makers. The process will collect data, analyse, plan and act, and demonstrate an ability to bring about change in partnership with those for whom the situations are most directly relevant. Practical research that is understood and 'owned' by end users in an action-oriented process will strengthen relationships between patients, health workers and policy makers to support and sustain positive change. 

The research builds on development work providing actionable health information for poor and rural groups in South Africa. Rural villages in South Africa represent many settings in the region, with deeply entrenched poverty, inequality, avoidable illness, and weak health systems where many deaths go undocumented and uncounted. The development work has adapted Verbal Autopsy, a method used in many poor countries to establish the causes of death for people who die without a doctor present. The research has introduced a system to record new information in Verbal Autopsy on factors such as transport and hospital admissions. In developing countries these processes can play a critical role in survival, and documenting them provides important information for health service provision.

The development work has also tapped into local knowledge on long standing health problems by building partnerships with communities. Using Participatory Action Research, we have developed understandings of the social issues affecting health, and how these affect people's interactions with care. Participatory Action Research provides a route to involve those in the greatest need in health services. This can empower disadvantaged groups to have more of a say in health systems, in turn strengthening people's abilities to protect and promote their health. We have worked with the health authority throughout, considering what the data are telling us, and how changes can be implemented to respond to the issues identified.

The project will extend the development work into an ongoing system of collaborative problem solving, taking data to those who organise and provide services, and working at different levels to understand and enable what is required for change. The work will strengthen existing partnerships with communities, policy makers and planners, and develop new relationships with health workers and clinic managers to act on the evidence towards shared goals. The research will embed a partnerships culture to generate and use information on the realities of health workers and patients to improve care, strengthening access to the health system, achieving improved outcomes and fostering equity in health.

The work has been done with a research centre in South Africa established for over 20 years. A team of researchers and policy makers from universities and health authorities in developing and developed countries who have shaped health research and policy in Africa for over 25 years have come together to lead the five year programme.",0
BB/N019997/1,9352,Ubiquitylation within and beyond the DNA damage response,"As we age our cells become increasingly sensitive to accumulating damage in their genetic makeup, which is formed by a complex molecule called DNA. DNA damage happens frequently, for instance through radiation, sunlight, chemicals in tobacco smoke, and even from the oxygen in the air we breathe. A rise in DNA damage is linked to some of the most severe and common problems that prevent us from healthy ageing. This includes cancer and diseases of the brain, such as loss of mental abilities. In fact, certain permanent DNA changes that affect the ability of cells to repair DNA damage, can lead to an early onset of these diseases and to premature ageing itself. With the global population ageing, the burden of age-related disorders will steadily increase. It is therefore of urgent importance that we understand better how cells prevent DNA damage. This could lead to ways to prevent these disorders and thus, contribute to healthy ageing across the lifespan.

To prevent permanent DNA damage, cells have found many different ways to repair the damaged DNA. Hundreds of proteins -the workhorses of the cell- need to quickly change their behaviour in highly organised ways, an amazing feat that is far from being properly understood. While cells can make use of an elaborate toolkit for this, the following way is especially fascinating: a little protein, known as ubiquitin, is attached to other proteins. Ubiquitin can be attached in different ways, as a single ubiquitin or as poly-ubiquitin chains made up of many ubiquitins glued together in different ways. The process of ubiquitin attachment is called ubiquitylation. The ubiquitylated proteins are recognised by other proteins, which trigger the final change in the behaviour of the ubiquitylated protein. Ubiquitylation relies on several enzyme groups, including ones known as E2s. I have recently found that several E2s play fundamental roles in repairing DNA damage. Through using novel techniques that I have been key in developing, one of the major aims of the proposal is to better understand how precisely different E2s accomplish DNA repair. This could highlight their potential as drug targets, meaning that they could be changed by a medicine to give a desirable effect. Such an effect could for instance be towards treating age-related diseases such as cancer. Moreover, my recent findings suggest that many more proteins recognise and translate ubiquitylated proteins than is currently expected. Another key aim of the proposal is therefore to analyse these ubiquitin binding proteins. By doing so the proposed work will transform our understanding of how different ubiquitylations change the behaviour of proteins in defined organised ways. These discoveries could be attractive to the commercial sector, as they have potential to be developed into general ubiquitin research tools. Since ubiquitylation is involved in almost every aspect of cell biology, the proposed work is likely to have a wide impact regarding this.

Taken together, the proposed research will increase our fundamental knowledge of how ubiquitylation regulates the DNA damage response and associated processes. This is crucial to maintaining DNA integrity. Given the significance of the DNA damage response for preventing various age-related disorders, the work may pave the way for the development of new medicines contributing to healthy ageing throughout life.",0
133687,2954,Applying AI to storytelling - bringing computational research into creative industries,"&quot;Charisma.AI is an interactive media platform that allows writers to create interactive stories and characters that audiences can talk to and immerse themselves in.

This project is an exciting fusion of creative writing and artificial intelligence to help writers create new forms of dynamic, interactive stories. It specifically aims to understand what the impact of artificially-intelligent memory is on storytelling and narrative structure, and how to transfer the resulting research into industry.

The project is being developed by To Play For, a pioneer in interactive storytelling, and a cross-disciplinary team at King's College London covering digital humanities, culture and software engineering. Together these two teams will undertake the research and development required to interrogate the complexity of memory as a concept in interactive storytelling and the impact that this can have on the story experience. The partnership will leverage To Play For's interactive storytelling technology, Charisma.AI, as a research tool and commercialisation platform.

This major new innovation will open up opportunities for creative industries across all media who are interested in harnessing the power of machine learning and artificial intelligence for their craft in writing stories. It will act as both a tutorial and an accelerator for new creative processes, opening up new publishing opportunities, jobs and revenue streams, keeping the UK at the forefront of established and newly emerging creative industries.&quot;",0
EP/P001483/1,5829,A Focused Ion Beam Microscopy Facility for Advanced Materials Analysis,"Ion beam preparation and the ability to use it for precision lithography has made it one of the most interesting and useful tools in materials science. It is key to the preparation of high quality site-specific specimens for transmission electron microscopy and scanning transmission electron microscopy and its versatility as a nanoscale scalpel makes it an essential tool for nanostructuring shapes and designs that are often difficult or impossible to realise otherwise. Building upon our long track record in focused ion beam preparation and expertise in materials characterisation we will commission a 3rd generation focused ion beam instrument. This design replaces the gallium beam used in the 1st and 2nd generation instruments with a noble gas beam for milling. The use of noble gas beams has major advantages over gallium in reducing chemical reactions, implantation and surface damage. In consequence we will be able to extract the greatest possible information from advanced high-resolution electron microscopy by reducing artefacts and ambiguities when preparing cross sections and lift outs. Moreover, with the 3rd generation machine our ability to define features lithographically will benefit from a significant improvement in definition. This will allow us to create and study functional nanostructures in a greater range of material systems than currently possible. The addition of this state of the art tool to the Kelvin Nanocharacterisation Centre at Glasgow will add value to numerous projects and collaborations at the University of Glasgow, across Scotland and throughout the north of the UK, a noble gas FIB that is optimised for the liftout of high quality TEM/STEM specimens will be of especial national importance as the first instrument of its kind funded by the EPSRC anywhere in the UK. Access mechanisms will be put in place to allow users from across the UK to use this facility, as detailed elsewhere. We will track the significant industrial impact this instrument will have, including with existing industrial partners on advanced materials development, as well as in collaboration with the instrument suppliers to further develop usage modes and protocols with a clear benefit to future users of such technology. This will also benefit the training of a future generation of scientists and technologists through its explicit linkage to two Centres for Doctoral Training.",0
1946984,11742,A molecular approach to understanding membrane permeation,"The permeation of charged organic molecules through membranes is not fully understood. Of particular importance is permeation through membranes that have a voltage maintained across them. For example, the membrane potential across the plasma membrane of animal cells is 30-60 mV, while those across mitochondrial inner membranes and plant cells are two- to three-fold higher. Of critical importance to the effect of permeation is whether an ion crosses a membrane alone or with its counterion because an ion that crosses alone may accumulate on one side of the membrane in accordance with Nernst equation and may carry a current. We will explore the factors governing the barrier to ion translocation in studies that encompass synthesis of different types of organic ions, testing with black lipid membrane experiments, computational studies, and applications to drug delivery, to devices and sensors.",0
MR/N007999/1,27352,Ensuring test evaluation research is applicable in practice: investigating the effects of routine data on the validity of test accuracy meta-analyses,"Diagnosis is a difficult process. A patient who presents to their doctor ill will often undergo a process which involves being asked questions, observed, examined and perhaps even having blood or imaging 'tests'. Each question asked or observation made is either a diagnostic test in its own right or part of one and is a necessary part of arriving at a diagnosis.

But some tests are better than others and importantly probably no test is 100% accurate. Sometimes a test result may suggest a patient has normal health when they actually have disease or have disease when they have normal health. This happens to all tests and diagnostic test accuracy research is aimed at evaluating how often this happens, in other words, determining how accurate tests are.

Essentially when a clinician decides upon a diagnosis they are consciously or otherwise invoking a probabilistic process where multiple tests are combined and the patient's diagnosis should be the one most probable given the combination of all the test results. However, for this process to be truly beneficial to the patient the clinician needs to know the accuracy of each of these tests and how likely the patient has disease before the diagnostic process has even started.

This is where the difficulty lies for those who practise evidence-based medicine. Although the accuracy of many tests has been estimated by research studies, for individual tests the accuracy may vary significantly between studies. This variation may depend on who is applying the test, how it is being applied, which patient it is being applied to and most significantly of all, how the accuracy was measured in the study. When there are several studies there are methods which allow us to combine their results. These methods may also help determine the real reasons why the test's accuracy varies. However, in general, the studies report insufficient data of sufficient quality to enable such analyses to be either possible or comprehensive. 
 
Furthermore, from previous work, we have been able to demonstrate that in some cases the test accuracy reported by a study may be virtually impossible in some patient settings. This creates a problem for the doctor. How do they know which estimate of a test's accuracy to use if it varies greatly between studies and risks being nearly impossible for their own practice?

We have already begun to develop methods which make it possible to determine whether results from a test study are likely to accurately represent a doctor's practice in general. This would mean that a doctor could confidently apply the research to their own practice without reservation. However, sometimes the research is not reflective of the different clinical settings seen in practice and a more specific solution is required. This may be done by collecting routine data from the doctor's own setting and using it to determine a feasible range of values for the test's accuracy. This method, in its current form, is used to exclude the studies 'least likely' to derive a plausible estimate of a test's accuracy for the doctor in their own practice.

At the moment both methods are in development but potentially could be implemented into the real-world and used to improve diagnosis. There are clear patient benefits to improving diagnostic performance including reducing the number of patients treated unnecessarily and increasing the number treated appropriately. One of the aims of this research is to pilot integrating this method into General Practice to help diagnose infection. This could also help reduce the potential for antibiotic resistance by reducing the number of antibiotics prescribed inappropriately.

However, before this is done the methods need to be fully investigated to determine their utility and limitations. It may be that other approaches afford greater patient benefit, and an evaluation of these with the methods already described, will be the focus of the proposed research.",0
753477,20150,Cyber Expert,An internal and external data breach test of our systems to ensure that we protect client information both now and into the future.,0
511023,9841,University of Huddersfield and Craftsman Tools Ltd,To embed a systems engineering approach to the automated manufacture of innovative static tool-holding.,0
MR/M00841X/1,394,Improving the presurgical evaluation of patients with refractory focal epilepsy using advanced neuroimaging techniques,"Epilepsy is a common neurological condition affecting around 1% of the population (600,000 people in the UK). Frequent seizures carry risk of injury and death and significant psychosocial consequences, affecting relationships, employment and the ability to drive. There are over 20 medications to treat epilepsy, but a third of people with epilepsy continue to have seizures despite medication.

Surgical treatment of epilepsy in which the abnormal part of the brain is removed is an effective technique to cure or improve seizures suitable for some people with epilepsy. The National Hospital for Neurology and Neurosurgery, with the Epilepsy Society and UCL Institute of Neurology, is the largest centre in the UK undertaking epilepsy surgery (100 operations a year) and has an internationally known research programme to improve the identification of patients for surgery and understand and improve the outcomes.

In order for a person to be suitable for surgery, it is necessary to confirm that seizures are arising from one part of the brain and that it is safe to remove this part. This requires many tests including MRI brain scans. Despite advances in technology, around 30% of people with seizures arising from one part of the brain have completely normal MRI scans. Further investigation with other types of scan is expensive, may involve radiation exposure and is not available in most places, unlike MRI. If imaging cannot identify the source of seizures, recording wires may be placed directly onto the brain surface. This is available in only a few places, is invasive, very expensive and carries some risk.

In my previous research, presented and published internationally, I developed MRI techniques to improve the safety of surgery and understand its effects on the brain. I showed preliminary results in which new MRI techniques could identify the source of seizures in patients with normal MRI scans.

In the first part of this project, I will assess several new MRI techniques to determine which are helpful in identifying the source of seizures in people with severe epilepsy and normal standard scans. I will use new ways of acquiring MRI scans and will work with colleagues in the UCL Centre for Medical Image Computing, with whom I have worked for the last 5 years, and the Montreal Neurological Institute to develop new ways to analyze the scans by computer to detect subtle abnormalities not seen by the human eye.

These developments will enable a larger proportion of people with epilepsy to undergo surgery and be cured or significantly improved from epilepsy. MRI may replace some more expensive and less readily available scans. This will simplify and shorten the investigation pathway so surgery can take place more quickly. Since MRI is widely available at all epilepsy surgery centres, the new techniques can be introduced elsewhere to improve assessment and treatment for people with epilepsy. Understanding of these techniques can also be applied to other conditions such as dementia and stroke.

In the second part, I will build on my prior work using MRI to make surgery safer. I used a special type of MRI scan to identify connections in the brain important for vision and displayed these connections to the surgeon when they were operating so they could treat epilepsy without damaging vision and thus allow people to return to driving. At present, there are many limitations with this and analysis takes a long time. I will improve the technique to give more detailed and accurate images of the brain more quickly. The results and software will be made freely available to allow other centres to adopt the technique.

Overall more people will be identified as suitable for surgical treatment, more quickly and at lower cost using techniques that are applicable to all epilepsy surgery centres rather than just at highly specialised units. A greater understanding of these new MRI techniques will allow them to be used in many other conditions.",0
1940174,28186,Compiler and Architectural Support for Ultra-Fine-Grained Parallelism,"The main idea is to split an application into tiny fragments of code, where each performs a small fraction of the computation of the original program. In the extreme, each fragment would load a value from memory, perform simple computation, then store back. These fragments are then scheduled dynamically onto a sea of low-power processors, based on data flow through the program. The aim is to achieve significant application speedups through parallel execution of the code.
The technique would be achieved by analysing an application during compilation to determine its data dependences. A transformation pass would create the tiny code fragments, then link them together based on their data dependences. At runtime, a pool of ready fragments would be maintained (those with all dependences satisfied), that could be scheduled on any of the low-power processors. Once a fragment had finished execution, it would check its dependent fragments and place any into the pool that had no more unexecuted dependences. There are several challenges to address in order to achieve a functioning and high-performing prototype system. The main challenge is in splitting up an application into code fragments. The optimal size of each fragment needs to be determined, and its composition in terms of the types of instruction it contains. For example, should there be a maximum of only one store in each fragment, are multiple loads a good idea, should some code be duplicated in different fragments? Then, linking the fragments together requires the definition of a binary format and sufficient dependence analysis of the original program so as to keep the number of dependents as low as possible.
At runtime, the main challenge is in an efficient implementation of the pool of ready fragments. The pool could be a global data structure, or local to each processor, or hierarchical. It needs to support fast access. A method needs to be created to dispatch fragments into the pool efficiently, and pop them off again. To schedule fragments, each processor needs to decide whether to take the oldest ready fragment, or one that involves the least data transfer, or one that satisfies some other metric, such as number of dependents. This will be influenced, to an extent, by the implementation of the ready pool.",0
MR/M020134/1,2146,A dynamic insight into the interaction of Chlamydia trachomatis with host cells,"Infection by the bacteria Chlamydia trachomatis, or chlamydia, imparts a large burden on society, particularly amongst young adults. It contributes significantly to the prevalence of sexually transmitted diseases and is a key cause of infertility and preventable blindness. Unlike many other types of bacteria, chlamydia cannot replicate outside of a cell. It is obligated to enter a cell in order to reproduce. As a result, it has evolved the ability to manipulate the environment of the host cell to keep the cell alive for the appropriate length of time; because if the host cell dies too quickly, the chlamydia will also die. In order to develop strategies to tackle this major public health problem, we will need to have a better understanding of what happens to the host cell and to the chlamydia during the infection process. Thus we will use a powerful new technique, which will allow us to accurately determine what happens to host cell and chlamydia proteins, as well as how they interact with each other, over the course of the infectious life cycle. In addition, we want to identify whether the chlamydia prevents the body's immune system or defence mechanisms working properly We think that the chlamydia may influence the types of proteins on the surface of the cell, and change the way the immune system cells react to an infection, so that the bacteria can persist. In order to study this, we will compare the proteins on the cell surface before and after infection. Both these approaches will help us better understand how chlamydia successfully enters cells, replicates and manipulates its environment. This knowledge is critical if we are to devise strategies to prevent humans succumbing to the infection and most importantly, the irreversible damage to the body that results in blindness and infertility.",0
EP/P012442/1,30101,A Novel Deep Raman Spectroscopy Platform for Non-Invasive In-Vivo Diagnosis of Breast Cancer,"Recently, we have pioneered a portfolio of revolutionary optical technologies in the area of laser spectroscopy, namely deep Raman spectroscopy, for non-invasive molecular probing of biological tissue. The developments have the potential of making a step-change in many fields of medicine including cancer diagnosis. The techniques comprise spatially offset Raman spectroscopy (SORS) and Transmission Raman (both patented by the applicants). The methods are described in detail in a tutorial review: http://pubs.rsc.org/en/content/articlelanding/2016/cs/c5cs00466g. There is an urgent clinical need for early objective diagnosis and prediction of likely treatment outcomes for many types of subsurface cancers. This is not addressed by existing technologies. There are numerous steps along the cancer clinical pathway where real-time, in vivo, molecular specific disease analysis would have a major impact. This would significantly reduce needle biopsy, in around 80% of those recalled following mammographic screening this step is unnecessarily - ie leading to the diagnosis of benign lesions. Our novel approach would allow for more accurate and immediate diagnosis in conjunction with mammography at first presentation by improving screening or surveillance techniques, leading to earlier diagnosis and better treatment outcomes. Secondly it would allow surgical margin assessment and treatment monitoring in real-time and thirdly identification of metastatic invasion in the lymphatic system during routine surgery. There are numerous other areas where a rapid molecular analysis of a tissue sample in the clinic or theatre environment would allow improved clinical decision-making, for example when pre- operatively staging the disease and particularly when non-invasively monitoring tumour response during chemo/radiotherapy. Clearly these approaches would be beneficial to the patient by reducing cancer recurrence rates; but also by minimising the numbers of invasive procedures required, thus reducing costs and patient anxiety.
Raman spectroscopy is a highly molecular-specific method, which itself has proven to be a useful tool in early epithelial cancer diagnostics, although in its conventional form it has been restricted to sampling the tissue surface of much less than 1 mm deep. The new technology unlocks unique access to tissue abnormalities of up to several cm's deep, i.e. at depths one to two orders of magnitude higher than those previously possible with Raman.

Following on from our previous project, where we were able to demonstrate conceptually a ~100x improvement in signal recovery compared to our early feasibility work, we are now able to rapidly develop a platform for real-clinical tools using this approach. We propose to make major breakthroughs in this area and advance diagnostics particularly focussed on breast cancer and lymph node metastasis initially as focused case studies and then potentially applied to prostate cancers (outside the scope of this proposal). This will be explored as a joint cross-disciplinary research venture between Profs Stone and Matousek, the two key researchers in this area. We now seek funding to progress this work in a timely manner by developing a novel medical diagnostic platform of major societal impact. We propose to bring together key players from multidisciplinary areas covering physical sciences, spectroscopy, radiology, cancer diagnostic and therapeutic surgery, and histopathology to exploit all of the relevant skills and develop a critical mass of expertise to tackle these challenging issues.",0
1925887,7436,Exploring discourses of smart citizenship in the Oxford Smart City Partnership,"Responding to the ESRC strategic priority of 'ways of being in a digital age' the research will be embedded in emergent literatures on smart cities, big data and citizenship. Smart cities emerge through varying partnerships, stakeholders and trajectories that affect how the 'smart citizen' is constructed. Similarly to Greenfield's (2006) assertion that 'everyware' technology &quot;will appear differently in different places: that is, there is and will be no one continuum of adoption&quot; (p.167), there is not one model for existing nor purpose-built smart cities. A 'top-down' model could suggest an organised strategy between key stakeholders for the end benefit of the smart citizen. Critiqued as a 'high tech' variation of urban entrepreneurialism, Hollands (2015) sees private firm-led smart cities as a 'corporate smart city' where it can &quot;only be effectively delivered through a corporate vision of smartness, in conjunction with an entrepreneurial form of urban governance and a large compliant and accommodating citizenry&quot; (p.62). This raises the potential for conflict as &quot;what if some smart initiative which started out as publicly funded and with social inclusion as a goal, become overtaken by private sector concerns whose goal becomes purely profit-making?&quot; (Hollands, 2008, p.306). The corporate smart city could also be seen as providing the &quot;supporting infrastructure for business activity and growth stimulating new forms of entrepreneurship&quot; (p.2). However, this means the 'smart citizen' could exist within a highly hierarchal strategy with limited involvement in the delivery of the smart city. A 'bottom-up' or community model could be seen as producing the smart city with the smart citizen, rather than of the smart citizen. An example of this is exemplified by the Face Your World project - a 3D simulation environment software where young people in a neighbourhood community in Amsterdam collaboratively designed a city park by uploading images and ideas online for debate amongst each other (De Lange &amp; De Waal, 2013). Through the agency of software, this crowd sourced plan persuaded the local government to abandon their initial plans for the park in preference of its alternative.
Responding to the lack of in-depth empirical case studies (Kitchin, 2015) the research will focus on smart city initiatives taking place in the city of Oxford. This is coordinated by the Oxford Strategic Partnership (OSP) - a set of collaborative organisations across the public sector (such as the city council, the NHS, the police), business (e.g. Unipart), academia (University of Oxford, Oxford Brookes University) and voluntary and community organisations (such as the Oxfordshire Community and Voluntary Action) with the core of its pledge to build on existing 'smart' initiatives and technologies with &quot;rigorous citizen engagement&quot; (Smart Oxford Project Board, 2015, p.18). Examining policy documents and online content from these core actors will provide the theoretical discursive framing embodying meanings of 'smart' and 'smart citizenship' within this strategy. Additionally, attending public meetings from Oxford City Council and Oxfordshire County Council or talks such as those hosted by either university will provide insight to discourses of smart citizenship. Together this will also enable comparative analyses between the academic literature and other smart cities.
Three or more case studies will then be developed in order to explore the diversity of smart citizenship across the projects categorised by Smart Oxford; mobility, energy, sustainability, robotics, innovation. As the OSP will build on current projects (Figure 1, 2015) it may be possible that additional initiatives of interest may emerge while later refining the research design.",0
509555,8010,University of the West of England Bristol and Denby Holdings Limited,To apply pioneering academic research to underglazed tissue printing production to embed an innovative process combining digital technology and traditional craft skills.,0
509702,24667,Kingston University Higher Education and Cubic Defence UK Limted,"To develop a novel, marketable solution capable of guaranteeing seamless, dynamic and reliable wireless communication over multiple communications bearers.",0
753270,25163,Innovative Methods To Deliver Community Mediation Services,Development of a system to help companies and communities grow by jointly addressing creative and social challenges using innovation and mediation.,0
BB/S00033X/1,13500,Delineating the roles of GPR55 in cellular metabolism and energy homeostasis,"The G-protein coupled receptor (GPCR) superfamily play crucial roles in cell communication. As such, they mediate the effects of circulating hormones and other biologically active molecules across the blood-facing membranes of cells to regulate diverse cell/tissue processes including, for example, sensory perception, metabolism and satiety. Given their involvement in neurological disorders, inflammatory and metabolic diseases, diabetes and cardiac dysfunction they represent the largest and most successful class of &quot;druggable&quot; targets in the human body. However, despite the immense current interest in GPCR biology, the function of numerous members of this family remain poorly understood, but which may well represent important therapeutic targets for treatment of major public health issues, such as obesity, diabetes and cardiovascular disease. 

This project aims to explore links between a lipid sensing GPCR, called GPR55, and processes influencing adiposity, inflammation, cardiac function and response to insulin within key metabolic tissues, such as white fat, liver, skeletal muscle and heart. These tissues are major targets for insulin in the body and represent the principal sites where sugar (glucose) and fat are stored and metabolised in response to the hormone. GPR55 is stimulated by a circulating lipid called LPI, which we find improves the response of these metabolic tissues to insulin and also helps lower inflammatory drive in cells derived from them. Crucially, this LPI-mediated response is lost if cells are co-treated with a GPR55 inhibitor. Strikingly, we have discovered that animals deficient in this lipid sensor exhibit reduced tissue responsiveness to insulin, impaired metabolic capacity and a decline in cardiac performance. Metabolic capacity is crucially dependent upon mitochondria; structures within cells representing the cell's &quot;energy generator&quot;. Significantly, animals lacking GPR55 show changes in mitochondrial biology consistent with a reduced ability to &quot;burn&quot; fat. In line with this, we find animals lacking GPR55 develop obesity and that inhibiting the receptor in cultured adipocytes (fat cells) induces proteins that help make more fat, which would augment the process of obesity. Precisely how GPR55 links to the molecular regulation of the above processes is currently unclear. 

The studies described in this application will utilise cells in culture from rodent and human origin as well as mouse tissues for laboratory-based analysis to help dissect out the role GPR55 plays not only with respect to insulin action and inflammation, but in control of tissue adiposity (fatness) and cardiac function. The project will also explore whether GPR55 activation helps mitigate the increase in fat gain, the loss in tissue sensitivity to insulin and cardiac dysfunction in mice fed a high fat calorie diet. Tissues taken from animals at the end of such studies will be processed for biochemical analysis and state-of-the-art whole cell/tissue protein profiling - an approach that will identify which proteins become up- or down-regulated in tissues of mice lacking GPR55 or in cells in which GPR55 has been activated/inhibited with selective drugs. This methodology will generate a wealth of information, potentially unveiling novel proteins that connect with GPR55 to regulate how insulin works or fat is stored or &quot;burnt&quot;. Importantly, the large scale protein profiling may flag-up proteins that have not previously been linked to GPR55, but which may be central to the work of researchers in other fields thus providing an invaluable data resource to the scientific community. 
 
Collectively, our pilot studies indicate GPR55 may function as a novel metabolic regulator within tissues and suggest that understanding how it regulates insulin action, lipid metabolism and cardiac function may offer new pharmacological opportunities for treatment of metabolic disorders associated with conditions such as obesity and type II diabetes.",0
BB/R003068/1,11336,Junctional multiprotein signaling complexes in sensory neurons,"In order to perceive and evaluate the environment mammals are equipped with peripheral nerves (peripheral somatosensory system). These nerves run through our body and collect information about rigidity, warmth and chemical composition of the surrounding milieu and also about our own body's integrity. These nerves are equipped with various molecular sensors that respond to specific external stimuli, transforming these into the uniform electrical impulses ('action potentials') that are then sent to the brain for interpretation. Single somatosensory nerve often expresses a variety of different sensors or sensory mechanisms that respond to distinct stimuli, yet the output signals produced by a nerve are very similar. A major conundrum in the field is how different types of signals are specifically interpreted by a single sensory nerve cells; the main aim of this proposal is to shed light on this question. 

Based on the wealth of preliminary data and published work from our group and others we hypothesize that one mechanism for such intracellular signal specificity lies in the assembly of different intracellular signaling mechanisms into distinct, physically associated protein complexes. Such physical separation of one signaling machinery from another allows them to use common signaling events and messenger molecules without 'mixing up' the meaning of the message. We will focus on one such multiprotein complex which is responsible for body's detection of tissue inflammation (i.e. inflammatory pain). We have already established that there are intricate multiprotein signaling complexes in some sensory nerves that bring together receptors for chemical mediators of inflammation and some signaling proteins that are targeted by these receptors. However, hardly anything is known about the overall constitution of these complexes, functional arrangements of their components, relationships with other signalling mechanisms, whether these complexes are dynamic or static or whether these can be manipulated for therapeutic benefits. Our project aims to answer these intriguing questions. We have three specific aims: 1) to reveal molecular composition of the inflammatory multiprotein signaling complexes in sensory nerves; 2) to elucidate functional significance of these complexes; 3) to develop strategies for manipulations with complex integrity for scientific and therapeutic purposes. 

We developed a comprehensive and multidisciplinary approach in which fidelity, specificity and localization of neuronal communication mechanisms will be elucidated in their complexity. This approach combines cutting-edge methods such as Nobel Prize winning super-resolution microscopy, proteomics, molecular and structural biology approaches and in vivo studies. We are confident that this research will bring our understanding of mammalian sensory systems and, particularly, of inflammatory pain mechanisms, to a new level of insight. Importantly, our findings may shape new approaches for analgesic drug development and pain management.",0
1983536,3388,XRD/Material Science,The research project aims to investigate the application of novel x-ray characterisation techniques for rapid assessment diagnostics in a number of contemporary manufacturing processes.,0
ST/R006105/1,23487,"STFC - Swansea University / TWI Regional B4I Pilot Centre, Wales.","This goal of this proposal is to create a beamline-bridging industry-focussed centre for Wales. A beamline bridge is an activity (supported by local specialist facilities and expertise) that supports (bridges) access to STFC's national level scientific facilities and in particular (but not limited to) the ISIS neutron and Diamond light source beamlines (hence the name). Wales has a higher proportion of manufacturing based jobs than the rest of the UK and has clusters of large numbers of businesses of varying size from anchor companies to SMEs in a variety of sectors from metallurgy and green energy, to health solutions and semiconductor fabrication. However, this region does not access STFC facilities at the same level as similar businesses based in the South and East of England. This activity aims to address this disparity by First: Informing local industry of the capabilities of the local and national facilities and inviting expressions of interest, Second: Aiding in design of experimentation and completing proof of concept studies locally and Third: Supporting access to STFC facilities including post-acquisition data analysis and interpretation. 

The proposed centre will be built on existing facilities and expertise based at both The Welding Institute - South Wales (TWI) and Swansea University's (SU) Advanced Imaging of Materials (AIM) Facility. Together these facilities represent a critical mass of characterisation capability and expertise un-paralleled in the region. However, significant experience serving both local industry and academic partners has highlighted the limitations in capability even of these advanced techniques that can only be addressed at national level facilities, such as those provided by STFC. It is these facilities and this knowledge and experience that TWI and AIM will draw on to support local businesses on their pathway to the beamlines. The centre will employ business development officers (BIBOs) that will initially be seconded to STFC and then return to the region to utilise the contacts and expertise they have acquired to engage local industry, assess levels of interest and support them from proof concept to data analysis. Local industry will be engaged first and foremost via TWIs and SU's own industry engagement mechanisms (representing hundreds of companies in the region). However, BIBOs will publicise the centre's activities at relevant industry conferences and strategic partners EEF (The Manufacturers Organisation -who have a network of 25,000 companies) will broaden engagement significantly.

The centre will be closely aligned to Innovation Wales, Welsh Government's (WG) Smart Specialisation implementation plan with WG as a partner in the centre. The centre will interact with representatives of key clusters identified in this strategy such as the SPECIFIC IKC and the compound semiconductor cluster. Expected direct impacts of the activities include: Increased utilisation of state-of-the-art characterisation facilities with Wales, Increased and improved industrial research and development activity, Increase in pan-supply chain, inter-industrial and industry-academic research activity and critically, Improved utilisation of STFC facilities from within Wales. However, it is also expected that these direct benefits will cascade into indirect impact such as: increased job creation, increased economic output (and GVA) in Wales and contributions to UK technological and environmental targets.",0
